  CURRENCY DATE = 06/19/16
                                     LATITUDE    LONGITUDE     OBSTACLE       AGL  AMSL LT ACC MAR FAA       ACTION
ORS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE           HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------
15-020087 O US HI WAILUKU          20 47 34.84N 156 32 06.23W WINDMILL     1 00328 01518 W 5 E W 2012WTW03154OE C 2012198 
15-020086 O US HI WAILUKU          20 47 38.94N 156 32 08.83W WINDMILL     1 00328 01618 N 5 E W 2009WTW08445OE A 2012067 
15-020280 O US HI HAIKU            20 47 39.64N 156 00 52.70W POLE         1 00023 00092 U 1 A U                A 2013214 
15-020279 O US HI HAIKU            20 47 40.21N 156 00 54.40W BLDG         1 00020 00086 U 1 A U                A 2013214 
15-020281 O US HI HAIKU            20 47 40.66N 156 00 55.63W TOWER        1 00026 00090 R 1 A U                A 2013214 
15-020282 O US HI HAIKU            20 47 41.33N 156 00 34.70W POLE         1 00055 00108 R 1 A U                A 2013214 
15-020084 O US HI MAALAEA          20 47 42.69N 156 32 11.91W WINDMILL     1 00328 01686 N 5 E W 2012WTW03153OE C 2012198 
15-020085 O US HI MAALAEA          20 47 44.73N 156 32 16.09W WINDMILL     1 00328 01747 N 5 E W 2012WTW03611OE C 2012249 
15-020277 O US HI HAIKU            20 47 45.75N 156 00 35.12W POLE         1 00027 00074 U 1 A U                A 2013214 
15-020278 O US HI HAIKU            20 47 45.82N 156 01 07.84W POLE         1 00037 00095 R 1 A U                A 2013214 
15-020091 O US HI WAILUKU          20 47 49.08N 156 32 17.65W WINDMILL     1 00328 01841 N 5 E W 2009WTW08448OE A 2012130 
15-000327 U US HI KIHEI            20 47 54.00N 156 25 55.00W TOWER        1 00210 00430 D     M 1992AWP00851OE D 1998271 
15-020092 O US HI WAILUKU          20 47 55.89N 156 32 21.38W WINDMILL     1 00328 01941 W 5 E W 2009WTW08439OE A 2012134 
15-020392 O US HI LANAI            20 48 00.43N 156 56 22.60W T-L TWR      1 00036 01421 U 1 A U                A 2013217 
15-020108 O US HI WAILUKU          20 48 00.51N 156 32 21.61W WINDMILL     1 00328 02007 N 5 E W 2012WTW03610OE A 2012249 
15-020107 O US HI WAILUKU          20 48 05.10N 156 32 21.68W WINDMILL     1 00328 02080 N 5 E W 2012WTW03609OE A 2012249 
15-020106 O US HI WAILUKU          20 48 09.59N 156 32 22.43W WINDMILL     1 00328 02157 W 5 E W 2012WTW03608OE A 2012249 
15-000392 U US HI MAALAEA          20 48 13.50N 156 32 40.20W WINDMILL     1 00298 02278 R 4 D N 2004AWP05337OE C 2014124 
15-000393 U US HI MAALAEA          20 48 16.92N 156 32 42.78W WINDMILL     1 00298 02348 N 4 D N 2004AWP05336OE C 2014124 
15-000285 U US HI MAALAEA          20 48 20.00N 156 34 11.00W CATENARY     1 00600 01742 U     U                A 1988306 
15-000286 U US HI MAALAEA          20 48 20.00N 156 34 33.00W CATENARY     1 00600 01400 U     U                A 1988306 
15-020401 O US HI LANAI            20 48 20.03N 156 56 19.57W T-L TWR      1 00042 01533 U 1 A U                A 2013217 
15-000394 U US HI MAALAEA          20 48 20.28N 156 32 45.36W WINDMILL     1 00298 02408 N 4 D N 2004AWP05335OE C 2014124 
15-000249 O US HI LANAI CITY       20 48 21.33N 156 56 14.79W POLE         1 00061 01536 U 1 A U                C 2010261 
15-000395 U US HI MAALAEA          20 48 23.70N 156 32 47.94W WINDMILL     1 00298 02478 N 4 D N 2004AWP05334OE C 2014124 
15-020393 O US HI LANAI            20 48 25.25N 156 56 05.01W T-L TWR      1 00023 01513 U 1 A U                A 2013217 
15-000396 U US HI MAALAEA          20 48 27.90N 156 32 49.86W WINDMILL     1 00298 02543 N 4 D N 2004AWP05333OE C 2014124 
15-000397 U US HI MAALAEA          20 48 32.16N 156 32 51.90W WINDMILL     1 00298 02628 R 4 D N 2004AWP05332OE C 2014124 
15-020394 O US HI LANAI            20 48 34.57N 156 55 41.46W T-L TWR      1 00041 01544 U 1 A U                A 2013217 
15-020395 O US HI LANAI            20 48 35.81N 156 55 42.00W T-L TWR      1 00045 01554 U 1 A U                A 2013217 
15-000398 U US HI MAALAEA          20 48 36.36N 156 32 53.88W WINDMILL     1 00298 02598 N 4 D N 2004AWP05330OE C 2014124 
15-000399 U US HI MAALAEA          20 48 40.02N 156 32 55.86W WINDMILL     1 00298 02638 N 4 D N 2004AWP05329OE C 2014124 
15-020402 O US HI LANAI            20 48 43.99N 156 55 29.51W T-L TWR      1 00036 01542 U 1 A U                A 2013217 
15-000400 U US HI MAALAEA          20 48 44.82N 156 32 57.84W WINDMILL     1 00298 02718 N 4 D N 2004AWP05328OE C 2014124 
15-000402 U US HI MAALAEA          20 48 51.00N 156 33 01.74W WINDMILL     1 00298 02858 R 4 D N 2004AWP05327OE C 2014124 
15-000403 O US HI MAALAEA          20 48 53.81N 156 33 04.07W WINDMILL     1 00295 02915 N 5 E W 2007AWP04867OE C 2007301 
15-000404 U US HI MAALAEA          20 48 57.06N 156 33 06.96W WINDMILL     1 00298 02968 N 4 D N 2004AWP05325OE C 2014124 
15-000405 U US HI MAALAEA          20 49 00.48N 156 33 09.54W WINDMILL     1 00298 03018 N 4 D N 2004AWP05323OE C 2014124 
15-000277 U US HI WAILUA           20 49 06.00N 156 06 56.00W CATENARY     1 00600 01400 U     U                A 1988306 
15-000411 U US HI MAALAEA          20 49 06.24N 156 33 09.48W WINDMILL     1 00298 03088 N 4 D N 2004AWP05322OE C 2014124 
15-000284 U US HI MAALAEA          20 49 10.00N 156 31 20.00W CATENARY     1 00600 01801 U     U                A 1988306 
15-000406 U US HI MAALAEA          20 49 10.14N 156 33 11.70W WINDMILL     1 00298 03163 R 4 D N 2004AWP05321OE C 2014124 
15-000412 U US HI MAALAEA          20 49 13.74N 156 33 13.98W WINDMILL     1 00298 03223 N 4 D N 2004AWP05320OE C 2014124 
15-000408 U US HI MAALAEA          20 49 17.34N 156 33 16.08W WINDMILL     1 00298 03308 N 4 D N 2004AWP05319OE C 2014124 
15-000409 U US HI MAALAEA          20 49 20.88N 156 33 18.66W WINDMILL     1 00298 03368 N 4 D N 2004AWP05318OE C 2014124 
15-000407 U US HI MAALAEA          20 49 24.96N 156 33 20.22W WINDMILL     1 00298 03418 N 4 D N 2004AWP05317OE C 2014124 
15-000410 U US HI MAALAEA          20 49 29.16N 156 33 22.14W WINDMILL     1 00298 03473 R 4 D N 2004AWP05316OE C 2014124 
15-000287 U US HI OLOWALU          20 49 30.00N 156 36 58.00W CATENARY     1 00600 01180 U     U                A 1988306 
15-000026 O US HI MAKAWAO MAUI     20 49 50.00N 156 18 02.00W TOWER        1 00205 02535 U     M                D 1984256 
15-000326 U US HI KANULUI          20 49 55.00N 156 23 59.00W TOWER        1 00210 00670 M     M 1993AWP01323OE D 1998271 
15-000278 U US HI WAILUA           20 50 09.00N 156 07 30.00W CATENARY     1 00600 00800 U     U                A 1988306 
15-000360 U US HI MAKAWAO          20 50 34.00N 156 27 44.00W TOWER        1 00080 00200 N 4 D N 2001AWP00694OE C 2014124 
15-020035 O US HI LANAI CITY       20 50 35.90N 156 55 09.90W TOWER        1 00025 01968 N 5 E N 2010AWP01237OE C 2010261 
15-020008 O US HI LANAI            20 50 36.00N 156 55 09.00W TOWER        1 00026 01972 N 5 E N 2007AWP05949OE C 2010261 
15-000280 U US HI KEANAE           20 51 25.00N 156 10 14.00W CATENARY     1 00600 01120 U     U                A 1988306 
15-000279 U US HI KEANAE           20 51 29.00N 156 09 18.00W CATENARY     1 00600 01000 U     U                A 1988306 
15-020508 O US HI PUUNENE          20 51 33.99N 156 25 24.83W WINDMILL     1 00072 00326 W 5 E W 2013WTW10149OE A 2015226 
15-020507 O US HI PUUNENE          20 51 34.68N 156 25 25.38W WINDMILL     1 00072 00323 N 5 E W 2013WTW10148OE A 2015226 
15-020506 O US HI PUUNENE          20 51 35.25N 156 25 25.85W WINDMILL     1 00072 00318 W 5 E W 2013WTW10147OE A 2015226 
15-006005 U US HI PUUNENE          20 51 36.00N 156 24 00.00W TOWER        1 00118 00456 U     U                D 2013045 
15-000259 O US HI KAHULUI          20 51 36.43N 156 25 33.94W POLE         1 00075 00335 U 1 A U                C 2010261 
15-000260 O US HI KAHULUI          20 51 51.43N 156 25 49.60W POLE         1 00075 00275 U 1 A U                C 2010261 
15-000253 O US HI KAHULUI          20 51 55.88N 156 25 12.25W TOWER        1 00113 00313 R 1 A U                C 2010260 
15-000038 O US HI KAHULUI          20 52 03.00N 156 27 14.08W STACK        3 00177 00252 U 1 A U                C 2013217 
15-000373 U US HI KAHULUI          20 52 15.00N 156 27 25.00W STACK        1 00140 00219 R 4 D N 2004AWP05549OE C 2014124 
15-000224 O US HI LAHAINA          20 52 42.00N 156 40 35.00W STACK        1 00225 00265 N 1 D N                A 1982025 
15-000261 O US HI KAHULUI          20 52 47.73N 156 26 28.77W POLE         1 00060 00120 U 1 A U                C 2010263 
15-000281 U US HI KAILUA           20 52 52.00N 156 11 49.00W CATENARY     1 00600 01200 U     U                A 1988306 
15-020436 O US HI KAHULUI          20 53 09.91N 156 26 17.98W FENCE        1 00009 00075 U 1 A U                A 2013217 
15-020434 O US HI KAHULUI          20 53 10.28N 156 26 15.11W FENCE        1 00010 00076 U 1 A U                A 2013217 
15-020435 O US HI KAHULUI          20 53 14.12N 156 26 20.94W FENCE        1 00013 00072 U 1 A U                A 2013217 
15-000009 O US HI WAILUKU          20 53 14.50N 156 29 09.76W TOWER        1 00185 00289 N 3 E N 2010AWP05138OE C 2011203 
15-000262 O US HI KAHULUI          20 53 14.98N 156 26 20.30W TOWER        1 00012 00072 U 1 A U                C 2010263 
15-020530 U US HI KAHULUI          20 53 18.04N 156 26 59.26W BLDG         1 00060 00072 N 4 D N 2011AWP05058OE A 2016154 
15-000264 O US HI KAHULUI          20 53 20.11N 156 26 04.12W TOWER        1 00032 00072 R 1 A U                C 2010263 
15-020433 O US HI KAHULUI          20 53 25.55N 156 26 03.99W POLE         1 00023 00073 R 1 A U                A 2013217 
15-000372 U US HI KAHULUI          20 53 28.62N 156 28 54.03W WINDMILL     1 00240 00278 R 4 D N 2004AWP03994OE C 2014124 
15-020453 O US HI KAHULUI          20 53 29.38N 156 26 17.42W POLE         1 00084 00110 U 1 A U                A 2013217 
15-000245 O US HI KAHULUI          20 53 29.55N 156 25 59.23W POLE         1 00037 00097 R 1 A U                C 2010242 
15-020451 O US HI KAHULUI          20 53 32.70N 156 25 53.79W FENCE        1 00019 00065 U 1 A U                A 2013217 
15-000247 O US HI KAHULUI          20 53 35.00N 156 26 14.00W BLDG         1 00071 00115 L 1 A U                C 1988172 
15-000246 O US HI KAHULUI          20 53 38.80N 156 25 44.79W TOWER        1 00038 00118 R 1 A P                C 2010241 
15-020083 O US HI KAHULUI          20 53 39.60N 156 27 45.59W TOWER        1 00123 00129 N 2 C N 2010AWP07032OE A 2011307 
15-020447 O US HI KAHULUI          20 53 40.43N 156 25 47.07W POLE         1 00034 00097 U 1 A U                A 2013217 
15-020441 O US HI KAHULUI          20 53 44.04N 156 26 24.16W POLE         1 00038 00061 U 1 A U                A 2013217 
15-020276 O US HI KAHULUI          20 53 45.70N 156 25 42.41W T-L TWR      1 00034 00073 U 1 A U                A 2013213 
15-000263 O US HI KAHULUI          20 53 46.71N 156 27 45.06W STACK        1 00195 00198 R 1 A N                C 2010263 
15-020450 O US HI KAHULUI          20 53 47.59N 156 26 11.33W POLE         1 00032 00065 U 1 A U                A 2013217 
15-020445 O US HI KAHULUI          20 53 47.79N 156 25 40.92W POLE         1 00029 00072 U 1 A U                A 2013217 
15-020446 O US HI KAHULUI          20 53 48.98N 156 26 02.85W POLE         1 00055 00094 U 1 A U                A 2013217 
15-000336 O US HI KAHULUI          20 53 50.11N 156 25 34.18W CTRL TWR     1 00136 00196 R 1 A N                C 2010300 
15-000414 U US HI KAHULUI          20 53 52.90N 156 28 04.30W CRANE        1 00226 00236 R     P 2007AWP01541OE A 2007245 
15-020440 O US HI KAHULUI          20 53 52.99N 156 26 07.69W POLE         1 00004 00041 R 1 A U                A 2013217 
15-020444 O US HI KAHULUI          20 53 55.07N 156 25 54.66W POLE         1 00032 00058 R 1 A U                A 2013217 
15-020066 O US HI WAILUKU          20 53 56.61N 156 29 14.16W BLDG         1 00192 00317 N 1 C N 2011AWP02234OE A 2011203 
15-020449 O US HI KAHULUI          20 54 00.40N 156 25 31.62W POLE         1 00031 00064 U 1 A U                A 2013217 
15-020432 O US HI KAHULUI          20 54 07.68N 156 25 32.55W POLE         1 00020 00040 R 1 A U                A 2013217 
15-020452 O US HI KAHULUI          20 54 11.10N 156 25 24.30W FENCE        1 00011 00031 U 1 A U                A 2013217 
15-020437 O US HI KAHULUI          20 54 18.82N 156 25 23.92W BLDG         1 00012 00025 R 1 A U                A 2013217 
15-020431 O US HI KAHULUI          20 54 19.01N 156 25 34.00W FENCE        1 00006 00013 U 1 A U                A 2013217 
15-020442 O US HI KAHULUI          20 54 20.03N 156 25 11.50W POLE         1 00025 00051 U 1 A U                A 2013217 
15-020438 O US HI KAHULUI          20 54 22.14N 156 25 28.80W FENCE        1 00008 00013 U 1 A U                A 2013217 
15-020439 O US HI KAHULUI          20 54 22.18N 156 25 25.15W NAVAID       1 00009 00016 R 1 A U                A 2013217 
15-020443 O US HI KAHULUI          20 54 24.82N 156 25 13.00W POLE         1 00032 00045 U 1 A U                A 2013217 
15-020036 O US HI PAIA             20 54 25.34N 156 22 34.09W BLDG         1 00085 00233 N 1 A N 2011AWP01962OE C 2011221 
15-000282 U US HI KAILUA           20 55 00.00N 156 15 42.00W CATENARY     1 00600 00860 N     N                C 1994129 
15-000283 U US HI HAIKU            20 55 27.00N 156 20 07.00W CATENARY     1 00600 00800 U     U                A 1988306 
15-020329 O US HI LAHAINA          20 57 05.72N 156 40 35.86W TANK         1 00027 00276 U 1 A U                A 2013214 
15-020511 O US HI HONOKOWAI        20 57 10.67N 156 40 25.84W T-L TWR      1 00039 00348 N 5 E N 2012AWP01435OE A 2015313 
15-020510 O US HI HONOKOWAI        20 57 11.41N 156 40 28.75W T-L TWR      1 00039 00331 N 5 E N 2012AWP01436OE A 2015313 
15-020466 O US HI HONOKOWAI        20 57 12.15N 156 40 31.65W T-L TWR      1 00039 00312 R 5 E N 2012AWP01437OE A 2013227 
15-020512 O US HI HONOKOWAI        20 57 12.89N 156 40 34.55W T-L TWR      1 00039 00288 N 5 E N 2012AWP01438OE A 2015313 
15-020513 O US HI HONOKOWAI        20 57 13.63N 156 40 37.45W T-L TWR      1 00039 00262 N 5 E N 2012AWP01439OE A 2015313 
15-020332 O US HI LAHAINA          20 57 13.94N 156 39 24.64W T-L TWR      1 00056 00778 U 1 A U                A 2013214 
15-020514 O US HI HONOKOWAI        20 57 14.37N 156 40 40.35W T-L TWR      1 00039 00238 N 5 E N 2012AWP01440OE A 2015313 
15-020516 O US HI HONOKOWAI        20 57 15.11N 156 40 43.26W T-L TWR      1 00039 00218 N 5 E N 2012AWP01441OE A 2015316 
15-020517 O US HI HONOKOWAI        20 57 15.85N 156 40 46.16W T-L TWR      1 00039 00202 N 5 E N 2012AWP01442OE A 2015316 
15-020522 O US HI HONOKOWAI        20 57 16.60N 156 40 49.06W T-L TWR      1 00039 00185 N 5 E N 2012AWP01443OE A 2015317 
15-020518 O US HI HONOKOWAI        20 57 17.34N 156 40 51.97W T-L TWR      1 00039 00160 N 5 E N 2012AWP01444OE A 2015316 
15-020519 O US HI HONOKOWAI        20 57 17.77N 156 40 54.18W T-L TWR      1 00039 00138 N 5 E N 2012AWP01445OE A 2015316 
15-020520 O US HI HONOKOWAI        20 57 18.19N 156 40 56.37W T-L TWR      1 00039 00116 N 5 E N 2012AWP01446OE A 2015317 
15-020521 O US HI HONOKOWAI        20 57 18.62N 156 40 58.56W T-L TWR      1 00043 00115 N 5 E N 2012AWP01447OE A 2015317 
15-020331 O US HI LAHAINA          20 57 21.84N 156 39 21.62W T-L TWR      1 00049 00769 U 1 A U                A 2013214 
15-020328 O US HI LAHAINA          20 57 24.35N 156 39 56.65W T-L TWR      1 00067 00503 U 1 A U                A 2013214 
15-020327 O US HI LAHAINA          20 57 30.86N 156 39 57.59W T-L TWR      1 00070 00516 U 1 A U                A 2013214 
15-020322 O US HI LAHAINA          20 57 35.75N 156 40 30.71W POLE         1 00004 00250 U 1 A U                A 2013214 
15-020324 O US HI LAHAINA          20 57 38.11N 156 40 19.77W POLE         1 00059 00359 U 1 A U                A 2013214 
15-020326 O US HI LAHAINA          20 57 40.94N 156 39 58.52W T-L TWR      1 00062 00508 U 1 A U                A 2013214 
15-020321 O US HI LAHAINA          20 57 42.85N 156 40 26.70W POLE         1 00004 00253 U 1 A U                A 2013214 
15-020323 O US HI LAHAINA          20 57 46.72N 156 40 28.23W POLE         1 00041 00258 R 1 A U                A 2013214 
15-020320 O US HI LAHAINA          20 57 58.70N 156 40 17.72W POLE         1 00011 00260 U 1 A U                A 2013214 
15-020325 O US HI LAHAINA          20 58 01.13N 156 40 11.90W GEN UTIL     1 00012 00283 U 1 A U                A 2013214 
15-020333 O US HI LAHAINA          20 58 08.94N 156 39 06.98W T-L TWR      1 00054 00784 U 1 A U                A 2013214 
15-020330 O US HI LAHAINA          20 58 21.46N 156 39 38.97W T-L TWR      1 00080 00530 U 1 A U                A 2013214 
15-000342 O US HI MOLOKAI          21 07 58.00N 157 10 48.00W TOWER        1 00068 01431 N 5 E N                A 1996176 
15-000288 O US HI KAUNAKAKAI       21 08 11.55N 157 07 24.80W POLE         1 00039 00642 L 1 A U                C 2012139 
15-000243 U US HI KAUNAKAKAI       21 08 18.00N 157 10 03.00W TOWER        1 00029 01459 U     U                A 1985267 
15-020047 O US HI MAHANA           21 08 30.36N 157 09 26.14W TOWER        1 00078 01435 N 5 E N 2010AWP05769OE A 2010356 
15-000337 O US HI MAUNA LOA        21 08 33.00N 157 09 26.00W TOWER        1 00145 01505 N 4 E N 1989AWP01054OE C 1996169 
15-000291 O US HI KAUNAKAKAI       21 08 50.81N 157 05 51.18W POLE         1 00031 00431 U 1 A U                C 2010270 
15-020407 O US HI KAUNAKAKAI       21 08 53.46N 157 05 53.06W FENCE        1 00021 00432 U 1 A U                A 2013217 
15-020355 O US HI KAUNAKAKAI       21 09 00.02N 157 05 55.31W FENCE        1 00012 00442 U 1 A U                A 2013214 
15-020413 O US HI KAUNAKAKAI       21 09 00.07N 157 05 53.77W FENCE        1 00010 00440 U 1 A U                A 2013217 
15-020412 O US HI KAUNAKAKAI       21 09 05.67N 157 05 58.63W FENCE        1 00013 00455 U 1 A U                A 2013217 
15-020410 O US HI KAUNAKAKAI       21 09 08.44N 157 05 54.05W POLE         1 00020 00460 U 1 A U                A 2013217 
15-020414 O US HI KAUNAKAKAI       21 09 11.60N 157 05 32.34W POLE         1 00030 00459 U 1 A U                A 2013217 
15-020411 O US HI KAUNAKAKAI       21 09 16.23N 157 05 41.34W GEN UTIL     1 00008 00449 U 1 A U                A 2013217 
15-020408 O US HI KAUNAKAKAI       21 09 16.28N 157 05 44.90W POLE         1 00024 00464 R 1 A U                A 2013217 
15-020409 O US HI KAUNAKAKAI       21 09 17.12N 157 05 43.58W POLE         1 00021 00464 R 1 A U                A 2013217 
15-000289 O US HI KAUNAKAKAI       21 09 17.62N 157 05 44.86W CTRL TWR     1 00078 00518 R 1 A N                C 2010274 
15-020415 O US HI KAUNAKAKAI       21 09 20.25N 157 05 34.07W ELEC SYS     1 00032 00481 U 1 A U                A 2013217 
15-020404 O US HI KAUNAKAKAI       21 09 22.25N 157 05 18.22W FENCE        1 00006 00471 U 1 A U                A 2013217 
15-000244 O US HI KAUNAKAKAI       21 09 22.69N 157 07 44.23W POLE         1 00025 00776 L 2 C U                C 2010240 
15-020416 O US HI KAUNAKAKAI       21 09 22.91N 157 05 22.15W FENCE        1 00006 00462 U 1 A U                A 2013217 
15-020359 O US HI KAUNAKAKAI       21 09 24.40N 157 05 01.91W T-L TWR      1 00025 00547 U 1 A U                A 2013214 
15-020406 O US HI KAUNAKAKAI       21 09 27.57N 157 05 51.27W FENCE        1 00004 00460 U 1 A U                A 2013217 
15-020356 O US HI KAUNAKAKAI       21 09 27.69N 157 05 51.64W FENCE        1 00004 00460 U 1 A U                A 2013214 
15-020405 O US HI KAUNAKAKAI       21 09 29.79N 157 05 00.71W POLE         1 00024 00565 U 1 A U                A 2013217 
15-020417 O US HI KAUNAKAKAI       21 09 34.68N 157 04 27.17W T-L TWR      1 00049 00623 U 1 A U                A 2013217 
15-020357 O US HI KAUNAKAKAI       21 09 37.14N 157 04 39.55W T-L TWR      1 00043 00581 U 1 A U                A 2013214 
15-000290 O US HI KAUNAKAKAI       21 09 38.67N 157 04 46.62W POLE         1 00036 00586 U 1 A N                C 2010291 
15-020358 O US HI KAUNAKAKAI       21 09 41.21N 157 04 57.80W T-L TWR      1 00036 00571 U 1 A U                A 2013214 
15-000198 O US HI KEPUHI           21 10 45.00N 157 13 16.00W TOWER        2 00297 00702 R 5 D M 0075_PC00018OE C 1982055 
15-000239 O US HI MAUNA LOA        21 10 45.00N 157 13 12.00W TOWER        2 00300 00730 R 5 D M                C 1987271 
15-020403 O US HI KALAUPAPA        21 12 34.31N 156 58 10.78W LGTHOUSE     1 00174 00240 U 1 A U                A 2013217 
15-000316 O US HI HONOLULU         21 15 45.00N 157 49 17.00W BLDG         1 00203 00208 U 3 D N                A 1989324 
15-000207 O US HI HONOLULU         21 16 26.00N 157 49 24.00W BLDG         1 00260 00265 R 1 D N                C 1989283 
15-000305 O US HI HONOLULU         21 16 28.00N 157 49 09.00W BLDG         1 00325 00334 U 3 D N                A 1989317 
15-020026 O US HI WAIKIKI          21 16 30.59N 157 49 18.77W BLDG         1 00386 00405 R 1 A N 2009AWP05716OE C 2010022 
15-000307 O US HI HONOLULU         21 16 31.00N 157 49 16.00W BLDG         1 00372 00379 U 3 D N                A 1989317 
15-000306 O US HI HONOLULU         21 16 35.00N 157 49 31.00W BLDG         2 00386 00394 U 3 D N                A 1989317 
15-000309 O US HI HONOLULU         21 16 37.79N 157 49 49.09W BLDG         1 00319 00327 N 3 D N 2007AWP06731OE C 2008085 
15-020117 O US HI HONOLULU         21 16 40.07N 157 49 29.64W BLDG         1 00204 00207 N 1 A N 2012AWP06757OE A 2012319 
15-000308 O US HI HONOLULU         21 16 41.00N 157 49 23.00W BLDG         1 00272 00277 U 3 D N                A 1989317 
15-000206 O US HI HONOLULU         21 16 43.00N 157 49 52.00W BLDG         1 00270 00272 U 1 D N                C 1989310 
15-000208 O US HI HONOLULU         21 16 44.00N 157 49 41.00W BLDG         1 00231 00237 U 3 D N                C 1989310 
15-000209 U US HI HONOLULU         21 16 45.00N 157 47 05.00W BLDG         1 00280 00325 U     U                A 1985029 
15-000310 O US HI HONOLULU         21 16 53.00N 157 49 33.00W BLDG         1 00396 00402 U 3 D N                A 1989317 
15-000214 O US HI HONOLULU         21 16 56.00N 157 50 17.00W BLDG         1 00310 00311 R 3 D N                C 1989303 
15-000018 O US HI HONOLULU         21 16 57.00N 157 47 52.00W TOWER        1 00224 00402 R 1 D M                D 1999152 
15-000194 O US HI HONOLULU         21 16 58.00N 157 50 09.00W BLDG         4 00500 00510 R 3 D N 0080_PC00029OE C 1989289 
15-020504 O US HI HONOLULU         21 16 59.29N 157 48 57.90W BLDG         1 00081 00090 N 5 E N 2011AWP02249OE A 2015177 
15-000311 O US HI HONOLULU         21 17 01.00N 157 49 42.00W BLDG         1 00380 00386 U 3 D N                A 1989317 
15-000391 U US HI HONOLULU         21 17 01.70N 157 49 47.80W TOWER        1 00322 00327 R 4 D N 2003AWP04458OE C 2014124 
15-000312 O US HI HONOLULU         21 17 02.61N 157 49 51.13W BLDG         1 00380 00385 R 3 D N 2008AWP04472OE C 2009121 
15-000222 O US HI HONOLULU         21 17 04.00N 157 50 19.00W BLDG         1 00281 00281 U 1 D N                C 1984095 
15-000237 O US HI HONOLULU         21 17 04.00N 157 49 53.00W BLDG         1 00369 00375 N 5 E N 1983AWP01205OE A 2000325 
15-000027 O US HI HONOLULU         21 17 08.00N 157 50 18.00W BLDG         2 00370 00375 N 5 E U 0076_PC00012OE A 1976338 
15-000002 O US HI HONOLULU         21 17 09.00N 157 49 25.00W TOWER        1 00337 00347 U     M                D 1976292 
15-000233 O US HI HONOLULU         21 17 10.00N 157 50 15.00W BLDG         1 00379 00383 N 5 E N 1983AWP00852OE C 1984046 
15-000317 O US HI HONOLULU         21 17 12.00N 157 49 25.00W BLDG         2 00364 00369 U 3 D N                A 1989324 
15-000313 O US HI HONOLULU         21 17 15.00N 157 49 57.00W BLDG         1 00374 00380 U 3 D N                A 1989317 
15-000298 O US HI HONOLULU         21 17 15.79N 157 43 08.83W BLDG         1 00232 00240 N 1 A N 2014AWP01251OE C 2014134 
15-000314 O US HI HONOLULU         21 17 16.00N 157 49 43.00W BLDG         1 00342 00347 U 3 D N                A 1989317 
15-000003 O US HI HONOLULU         21 17 17.00N 157 50 10.00W TOWER        1 00405 00410 U 1 D M 0069_PC00060OE D 1999152 
15-000315 O US HI HONOLULU         21 17 22.00N 157 49 06.00W BLDG         1 00346 00376 U 3 D N                A 1989317 
15-000023 O US HI HONOLULU         21 17 25.00N 157 50 28.00W TOWER        1 00250 00255 U     M                D 1976292 
15-000068 O US HI HONOLULU         21 17 25.00N 157 50 22.00W TOWER        1 00495 00500 U 5 E M 0076_PC00005OE A 1978089 
15-000069 O US HI HONOLULU         21 17 28.00N 157 50 08.00W TOWER        1 00500 00506 U 5 E M 0077_PC00016OE A 1978273 
15-000051 O US HI HONOLULU         21 17 29.00N 157 50 52.00W BLDG         1 00304 00309 U 9 I U                C 1974054 
15-000005 O US HI HONOLULU         21 17 30.00N 157 51 39.00W TOWER        1 00275 00283 R 1 D M                C 1992160 
15-000001 O US HI HONOLULU         21 17 33.00N 157 50 58.00W TOWER        1 00365 00371 U     M                D 1982288 
15-000213 O US HI HONOLULU         21 17 34.00N 157 50 35.00W BLDG         1 00315 00320 R 1 D U                C 1985029 
15-000006 O US HI HONOLULU         21 17 35.00N 157 50 26.00W TOWER        1 00436 00441 R 1 D M                C 1974054 
15-000014 O US HI HONOLULU         21 17 36.00N 157 51 04.00W TOWER        1 00350 00359 U     M                D 1982288 
15-000367 U US HI HONOLULU         21 17 36.51N 157 50 57.26W CRANE        1 00507 00510 R     U 2004AWP06007OE D 2009030 
15-020472 O US HI HONOLULU         21 17 36.96N 157 50 54.27W BLDG         1 00418 00423 N 5 E N 2013AWP01148OE A 2014176 
15-020032 O US HI HONOLULU         21 17 37.78N 157 50 24.40W BLDG         1 00221 00228 N 1 A N 2010AWP01099OE C 2010165 
15-000368 U US HI HONOLULU         21 17 37.95N 157 50 58.30W CRANE        1 00454 00457 R     U 2004AWP06006OE D 2009030 
15-000413 O US HI HONOLULU         21 17 44.61N 157 50 49.63W BLDG         1 00423 00430 R 5 E N 2005AWP01087OE C 2009121 
15-000235 O US HI HONOLULU         21 17 45.00N 157 50 34.00W TOWER        1 00320 00327 R 5 E M 1983AWP00548OE C 1984095 
15-000019 O US HI HONOLULU         21 17 45.00N 157 52 08.00W TOWER        1 00213 00219 U     M                D 1984221 
15-000013 O US HI HONOLULU         21 17 48.00N 157 51 22.00W TOWER        1 00329 00335 R 1 D M 0078_PC00050OE D 1999152 
15-020088 O US HI HONOLULU         21 17 48.28N 157 51 05.39W BLDG         1 00430 00433 R 2 C N 2010AWP02977OE A 2012072 
15-000195 O US HI HONOLULU         21 17 49.00N 157 50 21.00W BLDG         1 00352 00364 N 5 E N 0080_PC00059OE C 1982167 
